county,state,state_abb,year,total_population
floyd county,iowa,IA,2013,16023
floyd county,iowa,IA,2014,15999
floyd county,iowa,IA,2015,15910
floyd county,iowa,IA,2016,15857
floyd county,iowa,IA,2017,15767
floyd county,iowa,IA,2018,15752
floyd county,iowa,IA,2019,15642
franklin county,iowa,IA,2010,10706
franklin county,iowa,IA,2011,10693
franklin county,iowa,IA,2012,10509
franklin county,iowa,IA,2013,10507
franklin county,iowa,IA,2014,10433
franklin county,iowa,IA,2015,10319
franklin county,iowa,IA,2016,10177
franklin county,iowa,IA,2017,10160
franklin county,iowa,IA,2018,10085
franklin county,iowa,IA,2019,10070
fremont county,iowa,IA,2010,7434
fremont county,iowa,IA,2011,7371
fremont county,iowa,IA,2012,7141
fremont county,iowa,IA,2013,7069
fremont county,iowa,IA,2014,7030
fremont county,iowa,IA,2015,6912
fremont county,iowa,IA,2016,6947
fremont county,iowa,IA,2017,6930
fremont county,iowa,IA,2018,6981
fremont county,iowa,IA,2019,6960
greene county,iowa,IA,2010,9362
greene county,iowa,IA,2011,9332
greene county,iowa,IA,2012,9181
greene county,iowa,IA,2013,9159
greene county,iowa,IA,2014,9124
greene county,iowa,IA,2015,8944
greene county,iowa,IA,2016,9001
greene county,iowa,IA,2017,8954
greene county,iowa,IA,2018,8965
greene county,iowa,IA,2019,8888
grundy county,iowa,IA,2010,12463
grundy county,iowa,IA,2011,12478
grundy county,iowa,IA,2012,12437
grundy county,iowa,IA,2013,12341
grundy county,iowa,IA,2014,12390
grundy county,iowa,IA,2015,12405
grundy county,iowa,IA,2016,12286
grundy county,iowa,IA,2017,12298
grundy county,iowa,IA,2018,12272
grundy county,iowa,IA,2019,12232
guthrie county,iowa,IA,2010,10937
guthrie county,iowa,IA,2011,10859
guthrie county,iowa,IA,2012,10762
guthrie county,iowa,IA,2013,10671
guthrie county,iowa,IA,2014,10686
guthrie county,iowa,IA,2015,10649
guthrie county,iowa,IA,2016,10642
guthrie county,iowa,IA,2017,10645
guthrie county,iowa,IA,2018,10720
guthrie county,iowa,IA,2019,10689
hamilton county,iowa,IA,2010,15633
hamilton county,iowa,IA,2011,15467
hamilton county,iowa,IA,2012,15321
hamilton county,iowa,IA,2013,15343
hamilton county,iowa,IA,2014,15217
hamilton county,iowa,IA,2015,15218
hamilton county,iowa,IA,2016,15075
hamilton county,iowa,IA,2017,15032
hamilton county,iowa,IA,2018,14886
hamilton county,iowa,IA,2019,14773
hancock county,iowa,IA,2010,11297
hancock county,iowa,IA,2011,11292
hancock county,iowa,IA,2012,11175
hancock county,iowa,IA,2013,11131
hancock county,iowa,IA,2014,11040
hancock county,iowa,IA,2015,11028
hancock county,iowa,IA,2016,10887
hancock county,iowa,IA,2017,10756
hancock county,iowa,IA,2018,10710
hancock county,iowa,IA,2019,10630
hardin county,iowa,IA,2010,17543
hardin county,iowa,IA,2011,17375
hardin county,iowa,IA,2012,17359
hardin county,iowa,IA,2013,17388
hardin county,iowa,IA,2014,17332
hardin county,iowa,IA,2015,17253
hardin county,iowa,IA,2016,17196
hardin county,iowa,IA,2017,17073
hardin county,iowa,IA,2018,16937
hardin county,iowa,IA,2019,16846
harrison county,iowa,IA,2010,14909
harrison county,iowa,IA,2011,14764
harrison county,iowa,IA,2012,14475
harrison county,iowa,IA,2013,14357
harrison county,iowa,IA,2014,14265
harrison county,iowa,IA,2015,14139
harrison county,iowa,IA,2016,14046
harrison county,iowa,IA,2017,14107
harrison county,iowa,IA,2018,14105
harrison county,iowa,IA,2019,14049
henry county,iowa,IA,2010,20106
henry county,iowa,IA,2011,20243
henry county,iowa,IA,2012,19992
henry county,iowa,IA,2013,20021
henry county,iowa,IA,2014,19834
henry county,iowa,IA,2015,19843
henry county,iowa,IA,2016,19833
henry county,iowa,IA,2017,20044
henry county,iowa,IA,2018,20033
henry county,iowa,IA,2019,19954
howard county,iowa,IA,2010,9568
howard county,iowa,IA,2011,9546
howard county,iowa,IA,2012,9548
howard county,iowa,IA,2013,9439
howard county,iowa,IA,2014,9353
howard county,iowa,IA,2015,9313
howard county,iowa,IA,2016,9257
howard county,iowa,IA,2017,9229
howard county,iowa,IA,2018,9172
howard county,iowa,IA,2019,9158
humboldt county,iowa,IA,2010,9792
humboldt county,iowa,IA,2011,9782
humboldt county,iowa,IA,2012,9723
humboldt county,iowa,IA,2013,9677
humboldt county,iowa,IA,2014,9636
humboldt county,iowa,IA,2015,9556
humboldt county,iowa,IA,2016,9530
humboldt county,iowa,IA,2017,9569
humboldt county,iowa,IA,2018,9559
humboldt county,iowa,IA,2019,9558
ida county,iowa,IA,2010,7066
ida county,iowa,IA,2011,7046
ida county,iowa,IA,2012,7044
ida county,iowa,IA,2013,7074
ida county,iowa,IA,2014,6971
ida county,iowa,IA,2015,6968
ida county,iowa,IA,2016,6961
ida county,iowa,IA,2017,6869
ida county,iowa,IA,2018,6846
ida county,iowa,IA,2019,6860
iowa county,iowa,IA,2010,16335
iowa county,iowa,IA,2011,16323
iowa county,iowa,IA,2012,16180
iowa county,iowa,IA,2013,16281
iowa county,iowa,IA,2014,16317
iowa county,iowa,IA,2015,16282
iowa county,iowa,IA,2016,16192
iowa county,iowa,IA,2017,16133
iowa county,iowa,IA,2018,16155
iowa county,iowa,IA,2019,16184
jackson county,iowa,IA,2010,19830
jackson county,iowa,IA,2011,19734
jackson county,iowa,IA,2012,19685
jackson county,iowa,IA,2013,19517
jackson county,iowa,IA,2014,19431
jackson county,iowa,IA,2015,19366
jackson county,iowa,IA,2016,19393
jackson county,iowa,IA,2017,19382
jackson county,iowa,IA,2018,19427
jackson county,iowa,IA,2019,19439
jasper county,iowa,IA,2010,36812
jasper county,iowa,IA,2011,36622
jasper county,iowa,IA,2012,36574
jasper county,iowa,IA,2013,36728
jasper county,iowa,IA,2014,36886
jasper county,iowa,IA,2015,36750
jasper county,iowa,IA,2016,36736
jasper county,iowa,IA,2017,36995
jasper county,iowa,IA,2018,37189
jasper county,iowa,IA,2019,37185
jefferson county,iowa,IA,2010,16837
jefferson county,iowa,IA,2011,17096
jefferson county,iowa,IA,2012,17278
jefferson county,iowa,IA,2013,17629
jefferson county,iowa,IA,2014,17793
jefferson county,iowa,IA,2015,17906
jefferson county,iowa,IA,2016,18063
jefferson county,iowa,IA,2017,18219
jefferson county,iowa,IA,2018,18256
jefferson county,iowa,IA,2019,18295
johnson county,iowa,IA,2010,131337
johnson county,iowa,IA,2011,134086
johnson county,iowa,IA,2012,137103
johnson county,iowa,IA,2013,140151
johnson county,iowa,IA,2014,142730
johnson county,iowa,IA,2015,144943
johnson county,iowa,IA,2016,146928
johnson county,iowa,IA,2017,149325
johnson county,iowa,IA,2018,150549
johnson county,iowa,IA,2019,151140
jones county,iowa,IA,2010,20689
jones county,iowa,IA,2011,20743
jones county,iowa,IA,2012,20601
jones county,iowa,IA,2013,20519
jones county,iowa,IA,2014,20548
jones county,iowa,IA,2015,20433
jones county,iowa,IA,2016,20392
jones county,iowa,IA,2017,20618
jones county,iowa,IA,2018,20673
jones county,iowa,IA,2019,20681
keokuk county,iowa,IA,2010,10508
keokuk county,iowa,IA,2011,10398
keokuk county,iowa,IA,2012,10427
keokuk county,iowa,IA,2013,10337
keokuk county,iowa,IA,2014,10283
keokuk county,iowa,IA,2015,10171
keokuk county,iowa,IA,2016,10170
keokuk county,iowa,IA,2017,10141
keokuk county,iowa,IA,2018,10213
keokuk county,iowa,IA,2019,10246
kossuth county,iowa,IA,2010,15525
kossuth county,iowa,IA,2011,15400
kossuth county,iowa,IA,2012,15413
kossuth county,iowa,IA,2013,15332
kossuth county,iowa,IA,2014,15229
kossuth county,iowa,IA,2015,15158
kossuth county,iowa,IA,2016,15104
kossuth county,iowa,IA,2017,14939
kossuth county,iowa,IA,2018,14878
kossuth county,iowa,IA,2019,14813
lee county,iowa,IA,2010,35849
lee county,iowa,IA,2011,35569
lee county,iowa,IA,2012,35541
lee county,iowa,IA,2013,35236
lee county,iowa,IA,2014,35059
lee county,iowa,IA,2015,34894
lee county,iowa,IA,2016,34458
lee county,iowa,IA,2017,34216
lee county,iowa,IA,2018,33909
lee county,iowa,IA,2019,33657
linn county,iowa,IA,2010,211705
linn county,iowa,IA,2011,214207
linn county,iowa,IA,2012,215485
linn county,iowa,IA,2013,216488
linn county,iowa,IA,2014,218129
linn county,iowa,IA,2015,220271
linn county,iowa,IA,2016,222188
linn county,iowa,IA,2017,224379
linn county,iowa,IA,2018,225763
linn county,iowa,IA,2019,226706
louisa county,iowa,IA,2010,11382
louisa county,iowa,IA,2011,11381
louisa county,iowa,IA,2012,11360
louisa county,iowa,IA,2013,11348
louisa county,iowa,IA,2014,11250
louisa county,iowa,IA,2015,11285
louisa county,iowa,IA,2016,11221
louisa county,iowa,IA,2017,11195
louisa county,iowa,IA,2018,11153
louisa county,iowa,IA,2019,11035
lucas county,iowa,IA,2010,8898
lucas county,iowa,IA,2011,8880
lucas county,iowa,IA,2012,8778
lucas county,iowa,IA,2013,8697
lucas county,iowa,IA,2014,8636
lucas county,iowa,IA,2015,8610
lucas county,iowa,IA,2016,8555
lucas county,iowa,IA,2017,8533
lucas county,iowa,IA,2018,8617
lucas county,iowa,IA,2019,8600
lyon county,iowa,IA,2010,11567
lyon county,iowa,IA,2011,11692
lyon county,iowa,IA,2012,11757
lyon county,iowa,IA,2013,11695
lyon county,iowa,IA,2014,11703
lyon county,iowa,IA,2015,11747
lyon county,iowa,IA,2016,11780
lyon county,iowa,IA,2017,11785
lyon county,iowa,IA,2018,11815
lyon county,iowa,IA,2019,11755
madison county,iowa,IA,2010,15739
madison county,iowa,IA,2011,15740
madison county,iowa,IA,2012,15641
madison county,iowa,IA,2013,15483
madison county,iowa,IA,2014,15616
madison county,iowa,IA,2015,15720
madison county,iowa,IA,2016,15796
madison county,iowa,IA,2017,16000
madison county,iowa,IA,2018,16206
madison county,iowa,IA,2019,16338
mahaska county,iowa,IA,2010,22408
mahaska county,iowa,IA,2011,22501
mahaska county,iowa,IA,2012,22398
mahaska county,iowa,IA,2013,22421
mahaska county,iowa,IA,2014,22363
mahaska county,iowa,IA,2015,22312
mahaska county,iowa,IA,2016,22186
mahaska county,iowa,IA,2017,22211
mahaska county,iowa,IA,2018,22018
mahaska county,iowa,IA,2019,22095
marion county,iowa,IA,2010,33225
marion county,iowa,IA,2011,33270
marion county,iowa,IA,2012,33274
marion county,iowa,IA,2013,33014
marion county,iowa,IA,2014,33269
marion county,iowa,IA,2015,33109
marion county,iowa,IA,2016,33146
marion county,iowa,IA,2017,33091
marion county,iowa,IA,2018,33259
marion county,iowa,IA,2019,33253
marshall county,iowa,IA,2010,40722
marshall county,iowa,IA,2011,41013
marshall county,iowa,IA,2012,41032
marshall county,iowa,IA,2013,40995
marshall county,iowa,IA,2014,40722
marshall county,iowa,IA,2015,40352
marshall county,iowa,IA,2016,40135
marshall county,iowa,IA,2017,40078
marshall county,iowa,IA,2018,39888
marshall county,iowa,IA,2019,39369
mills county,iowa,IA,2010,15076
mills county,iowa,IA,2011,15029
mills county,iowa,IA,2012,14873
mills county,iowa,IA,2013,14905
mills county,iowa,IA,2014,14760
mills county,iowa,IA,2015,14882
mills county,iowa,IA,2016,15053
mills county,iowa,IA,2017,15060
mills county,iowa,IA,2018,15068
mills county,iowa,IA,2019,15109
mitchell county,iowa,IA,2010,10793
mitchell county,iowa,IA,2011,10709
mitchell county,iowa,IA,2012,10716
mitchell county,iowa,IA,2013,10669
mitchell county,iowa,IA,2014,10700
mitchell county,iowa,IA,2015,10676
mitchell county,iowa,IA,2016,10644
mitchell county,iowa,IA,2017,10563
mitchell county,iowa,IA,2018,10571
mitchell county,iowa,IA,2019,10586
monona county,iowa,IA,2010,9248
monona county,iowa,IA,2011,9238
monona county,iowa,IA,2012,9091
monona county,iowa,IA,2013,9032
monona county,iowa,IA,2014,8899
monona county,iowa,IA,2015,8866
monona county,iowa,IA,2016,8786
monona county,iowa,IA,2017,8724
monona county,iowa,IA,2018,8659
monona county,iowa,IA,2019,8615
monroe county,iowa,IA,2010,7997
monroe county,iowa,IA,2011,8060
monroe county,iowa,IA,2012,8073
monroe county,iowa,IA,2013,7979
monroe county,iowa,IA,2014,7958
monroe county,iowa,IA,2015,7924
monroe county,iowa,IA,2016,7836
monroe county,iowa,IA,2017,7798
monroe county,iowa,IA,2018,7768
monroe county,iowa,IA,2019,7707
montgomery county,iowa,IA,2010,10690
montgomery county,iowa,IA,2011,10632
montgomery county,iowa,IA,2012,10540
montgomery county,iowa,IA,2013,10404
montgomery county,iowa,IA,2014,10384
montgomery county,iowa,IA,2015,10149
montgomery county,iowa,IA,2016,10124
montgomery county,iowa,IA,2017,10112
montgomery county,iowa,IA,2018,9961
montgomery county,iowa,IA,2019,9917
muscatine county,iowa,IA,2010,42803
muscatine county,iowa,IA,2011,42842
muscatine county,iowa,IA,2012,42916
muscatine county,iowa,IA,2013,43010
muscatine county,iowa,IA,2014,43028
muscatine county,iowa,IA,2015,43068
muscatine county,iowa,IA,2016,42968
muscatine county,iowa,IA,2017,42872
muscatine county,iowa,IA,2018,42874
muscatine county,iowa,IA,2019,42664
o'brien county,iowa,IA,2010,14408
o'brien county,iowa,IA,2011,14218
o'brien county,iowa,IA,2012,14156
o'brien county,iowa,IA,2013,14045
o'brien county,iowa,IA,2014,14042
o'brien county,iowa,IA,2015,13926
o'brien county,iowa,IA,2016,13926
o'brien county,iowa,IA,2017,13774
o'brien county,iowa,IA,2018,13798
o'brien county,iowa,IA,2019,13753
osceola county,iowa,IA,2010,6459
osceola county,iowa,IA,2011,6316
osceola county,iowa,IA,2012,6204
osceola county,iowa,IA,2013,6236
osceola county,iowa,IA,2014,6231
osceola county,iowa,IA,2015,6160
osceola county,iowa,IA,2016,6095
osceola county,iowa,IA,2017,6021
osceola county,iowa,IA,2018,6028
osceola county,iowa,IA,2019,5958
page county,iowa,IA,2010,15921
page county,iowa,IA,2011,15898
page county,iowa,IA,2012,15702
page county,iowa,IA,2013,15516
page county,iowa,IA,2014,15483
page county,iowa,IA,2015,15462
page county,iowa,IA,2016,15329
page county,iowa,IA,2017,15213
page county,iowa,IA,2018,15229
page county,iowa,IA,2019,15107
palo alto county,iowa,IA,2010,9398
palo alto county,iowa,IA,2011,9354
palo alto county,iowa,IA,2012,9279
palo alto county,iowa,IA,2013,9164
palo alto county,iowa,IA,2014,9120
palo alto county,iowa,IA,2015,9140
palo alto county,iowa,IA,2016,9034
palo alto county,iowa,IA,2017,9052
palo alto county,iowa,IA,2018,8903
palo alto county,iowa,IA,2019,8886
plymouth county,iowa,IA,2010,24975
plymouth county,iowa,IA,2011,24818
plymouth county,iowa,IA,2012,24830
plymouth county,iowa,IA,2013,24931
plymouth county,iowa,IA,2014,24911
plymouth county,iowa,IA,2015,24899
plymouth county,iowa,IA,2016,25180
plymouth county,iowa,IA,2017,25060
plymouth county,iowa,IA,2018,25024
plymouth county,iowa,IA,2019,25177
pocahontas county,iowa,IA,2010,7289
pocahontas county,iowa,IA,2011,7204
pocahontas county,iowa,IA,2012,7143
pocahontas county,iowa,IA,2013,7112
pocahontas county,iowa,IA,2014,7097
pocahontas county,iowa,IA,2015,6967
pocahontas county,iowa,IA,2016,6854
pocahontas county,iowa,IA,2017,6833
pocahontas county,iowa,IA,2018,6714
pocahontas county,iowa,IA,2019,6619
polk county,iowa,IA,2010,432352
polk county,iowa,IA,2011,438737
polk county,iowa,IA,2012,444671
polk county,iowa,IA,2013,452657
polk county,iowa,IA,2014,460898
polk county,iowa,IA,2015,467304
polk county,iowa,IA,2016,474277
polk county,iowa,IA,2017,480487
polk county,iowa,IA,2018,485833
polk county,iowa,IA,2019,490161
pottawattamie county,iowa,IA,2010,93363
pottawattamie county,iowa,IA,2011,93498
pottawattamie county,iowa,IA,2012,92916
pottawattamie county,iowa,IA,2013,92855
pottawattamie county,iowa,IA,2014,93258
pottawattamie county,iowa,IA,2015,93563
pottawattamie county,iowa,IA,2016,93518
pottawattamie county,iowa,IA,2017,93416
pottawattamie county,iowa,IA,2018,93264
pottawattamie county,iowa,IA,2019,93206
poweshiek county,iowa,IA,2010,18925
poweshiek county,iowa,IA,2011,18896
poweshiek county,iowa,IA,2012,18728
poweshiek county,iowa,IA,2013,18606
poweshiek county,iowa,IA,2014,18608
poweshiek county,iowa,IA,2015,18358
poweshiek county,iowa,IA,2016,18279
poweshiek county,iowa,IA,2017,18334
poweshiek county,iowa,IA,2018,18467
poweshiek county,iowa,IA,2019,18504
ringgold county,iowa,IA,2010,5113
ringgold county,iowa,IA,2011,5049
ringgold county,iowa,IA,2012,5027
ringgold county,iowa,IA,2013,4971
ringgold county,iowa,IA,2014,4961
ringgold county,iowa,IA,2015,4977
ringgold county,iowa,IA,2016,4985
ringgold county,iowa,IA,2017,5024
ringgold county,iowa,IA,2018,4940
ringgold county,iowa,IA,2019,4894
sac county,iowa,IA,2010,10354
sac county,iowa,IA,2011,10222
sac county,iowa,IA,2012,10161
sac county,iowa,IA,2013,10030
sac county,iowa,IA,2014,10048
sac county,iowa,IA,2015,9966
sac county,iowa,IA,2016,9816
sac county,iowa,IA,2017,9803
sac county,iowa,IA,2018,9705
sac county,iowa,IA,2019,9721
scott county,iowa,IA,2010,165272
scott county,iowa,IA,2011,166629
scott county,iowa,IA,2012,168347
scott county,iowa,IA,2013,170201
scott county,iowa,IA,2014,171310
scott county,iowa,IA,2015,171903
scott county,iowa,IA,2016,172135
scott county,iowa,IA,2017,172448
scott county,iowa,IA,2018,172803
scott county,iowa,IA,2019,172943
shelby county,iowa,IA,2010,12174
shelby county,iowa,IA,2011,11992
shelby county,iowa,IA,2012,12024
shelby county,iowa,IA,2013,11899
shelby county,iowa,IA,2014,11878
shelby county,iowa,IA,2015,11789
shelby county,iowa,IA,2016,11655
shelby county,iowa,IA,2017,11574
shelby county,iowa,IA,2018,11559
shelby county,iowa,IA,2019,11454
sioux county,iowa,IA,2010,33754
sioux county,iowa,IA,2011,34016
sioux county,iowa,IA,2012,34282
sioux county,iowa,IA,2013,34503
sioux county,iowa,IA,2014,34635
sioux county,iowa,IA,2015,34754
sioux county,iowa,IA,2016,34944
sioux county,iowa,IA,2017,34781
sioux county,iowa,IA,2018,34802
sioux county,iowa,IA,2019,34855
story county,iowa,IA,2010,89654
story county,iowa,IA,2011,91136
story county,iowa,IA,2012,92003
story county,iowa,IA,2013,93877
story county,iowa,IA,2014,95802
story county,iowa,IA,2015,96636
story county,iowa,IA,2016,96893
story county,iowa,IA,2017,97278
story county,iowa,IA,2018,96781
story county,iowa,IA,2019,97117
tama county,iowa,IA,2010,17719
tama county,iowa,IA,2011,17614
tama county,iowa,IA,2012,17501
tama county,iowa,IA,2013,17430
tama county,iowa,IA,2014,17309
tama county,iowa,IA,2015,17217
